SIC5L4;SIC7L4;Level 5 text description
6239;4763;Retail sale of plants
6239;4763;Retail sale of seeds
6239;4763;Retail sale of souvenirs, craftwork and religious articles
6239;4763;Retail sale of weapons
6239;4763;Plated silverware retailing
6239;4763;Silverware retailing
6239;4763;Ammunition retailing
6239;4763;Army surplus store operation
6239;4763;Binoculars retailing
6239;4763;Camera retailing
6239;4763;Film projector retailing
6239;4763;Firearm retailing
6239;4763;Gun retailing
6239;4763;Optical goods retailing
6239;4763;Photographic equipment retailing
6239;4763;Photographic film retailing
6239;4763;Photographic flash retailing
6239;4763;Photographic lens retailing
6239;4763;Retail trade in binoculars
6239;4763;Retail trade in firearms and ammunition
6239;4763;Retail trade in photographic equipment
6239;4763;Rifles retailing
6239;4763;Video cameras retailing
6239;4763;Adult shop operation
6239;4763;Animal food retailing
6239;4763;Aquarium fish retailing
6239;4763;Art  and  craft retailing
6239;4763;Art dealing operation, general public
6239;4763;Art gallery retailing
6239;4763;Art product retailing
6239;4763;Artificial flower retailing
6239;4763;Artist supply retailing
6239;4763;Bird, pet, retailing
6239;4763;Bulb flower retailing
6239;4763;Coal retailing
6239;4763;Coin retail dealing operation
6239;4763;Coke retailing
6239;4763;Compost retail sales
6239;4763;Craft gallery retail operation
6239;4763;Curio retail shop
6239;4763;Cut flower retailing
6239;4763;Display foliage retailing
6239;4763;Domestic scales retailing
6239;4763;Dried flower retailing
6239;4763;Duty free retail shop operation
6239;4763;Fertilizer retailing
6239;4763;Firewood retailing
6239;4763;Floral arrangement retailing
6239;4763;Florist shop operation
6239;4763;Garden centre supplies retailing
6239;4763;Garden ornaments retailing
6239;4763;Garden retail centre operation
6239;4763;Garden retail shop operation
6239;4763;Garden seed retailing
6239;4763;Garden supplies retailing
6239;4763;Gift retail shop operation
6239;4763;Gift retailing
6239;4763;Hairpiece retailing
6239;4763;Handcraft retailing
6239;4763;Hobby equipment retailing
6239;4763;Hobby supply retailing
6239;4763;Kerosene (paraffin) retailing
6239;4763;Landscape supplies retailing
6239;4763;Live animal retailing
6239;4763;Novelty retailing
6239;4763;Nursery stock retailing
6239;4763;Paraffin retailing
6239;4763;Perambulator retailing
6239;4763;Pesticide retailing
6239;4763;Pet shop operation
6239;4763;Pet supply retailing
6239;4763;Picture frame retailing
6239;4763;Plant pots retailing
6239;4763;Plant retailing
6239;4763;Plasticware retailing
6239;4763;Potting mix retailing
6239;4763;Pram retailing
6239;4763;Retail sale of fresh flowers
6239;4763;Retail trade in art requisites
6239;4763;Retail trade in bottled gas
6239;4763;Retail trade in coal
6239;4763;Retail trade in coins
6239;4763;Retail trade in fertilizers
6239;4763;Retail trade in firewood
6239;4763;Retail trade in flowers
6239;4763;Retail trade in fuel oil
6239;4763;Retail trade in non-food products
6239;4763;Retail trade in pets
6239;4763;Retail trade in plants
6239;4763;Retail trade in seeds
6239;4763;Retail trade in smokers' requisites
6239;4763;Retail trade in souvenirs
6239;4763;Retail trade in stamps
6239;4763;Retail trade in works of art
6239;4763;Seedling retailing
6239;4763;Sheepskin rug retailing
6239;4763;Shrub retailing
6239;4763;Souvenir retail shop operation
6239;4763;Souvenir retailing
6239;4763;Stamp retail dealing operation
6239;4763;Tree retailing
6239;4763;Weedicide retailing
6239;4763;Wig retailing
6240;4764;Activities of auctioning houses (retail) (for activities of pawn shops, see 6492) (for activities of Internet auctions and other non-store auctions (retail), see 4781, 4789)
6240;4764;Activities of trading coins
6240;4764;Activities of trading stamps
6240;4764;Retail sale of antiques
6240;4764;Retail sale of other second-hand goods
6240;4764;Retail sale of second-hand books
6240;4764;Retail sale of second-hand goods
6240;4764;Trading stamp activities
6240;4764;Antique furniture retailing
6240;4764;Antique goods retailing
6240;4764;Antique reproduction furniture retailing
6240;4764;Antique retail shop operation
6240;4764;Antique retailing
6240;4764;Book exchange, retail
6240;4764;Clothes, second hand, retailing
6240;4764;Disposals retailing
6240;4764;Retail trade in book exchange shops
6240;4764;Retail trade in used goods in stores
6240;4764;Second hand appliance retailing
6240;4764;Second hand boat gear retailing
6240;4764;Second hand book retailing
6240;4764;Second hand clothing retailing
6240;4764;Second hand furniture retailing
6240;4764;Second hand goods retailing
6240;4764;Second hand product retailing
6240;4764;Second hand record retailing
6240;4764;Secondhand dealing operation
6240;4764;Secondhand jewellery retailing
6252;4771;Coffee stall retail trading
6252;4771;Pancake, doughnuts or foodstuffs baking at a stall or flea market, retail
6252;4771;Retail sale of food, beverages and tobacco products via stalls or markets
6252;4771;Retail sale via stalls and markets of food, beverages and tobacco products
6252;4772;Retail sale of clothing via stalls or markets
6252;4772;Retail sale of footwear via stalls or markets
6252;4772;Retail sale of textiles via stalls or markets
6252;4772;Retail sale via stalls and markets of textiles, clothing and footwear
6252;4779;Retail sale of other goods via stalls or markets, such as: books
6252;4779;Retail sale of other goods via stalls or markets, such as: carpets and rugs
6252;4779;Retail sale of other goods via stalls or markets, such as: games and toys
6252;4779;Retail sale of other goods via stalls or markets, such as: household appliances and consumer electronics
6252;4779;Retail sale of other goods via stalls or markets, such as: music and video recordings
6252;4779;Retail sale via stalls and markets of other goods
6251;4781;Retail sale of any kind of product by mail order
6251;4781;Retail sale of any kind of product over the Internet
6251;4781;Retail sale via mail order houses or via internet
6259;4781;Direct sale via radio
6259;4781;Direct sale via telephone
6259;4781;Direct sale via television
8690;4781;Internet retail auctions
6251;4781;Mail ordering of books
6251;4781;Retail trade in books via mail order houses
6251;4781;Mail order retailing except in books
6251;4781;Mail order services except for books
6251;4781;Retail trade via mail order houses except in books
8690;4781;E-commerce on website
8690;4781;Medicaremarket on website (queries and on-line sales of products paying a transaction fee)
8690;4781;Website service provider to auction fruit (export oversea on-line, paying a transaction fee, but not real trading as such)
6259;4789;Activities of non-store auctions (retail)
6259;4789;Direct selling of fuel (heating oil, fire wood etc.), delivered directly to the customers premises
6259;4789;Other retail sale not in stores, stalls or markets
6259;4789;Retail sale by direct sales or door-to-door sales persons
6259;4789;Retail sale through vending machines etc
6110;4789;Yacht retail on commission basis
6259;4789;Beverage retailing via vending machine
6259;4789;Business card retailing via vending machine
6259;4789;Confectionery retailing via vending machine
6259;4789;Ice cream vending operation, retail
6259;4789;Operating service on vending machines for retail businesses after sale
6259;4789;Pancake, doughnuts or foodstuffs baking by hand or vending machine, not in stores or stalls, retail
6259;4789;Retail trade by sales person (house to house sales)
6259;4789;Retail trade by vending machines
6259;4789;Retail trade not in stores
6259;4789;Retail trade on a fee or contract basis (house to house sales)
6259;4789;Tupperware retailing
7111;4911;Operation of sleeping cars or dining cars as an integrated operation of railway companies (for operation of sleeping cars or dining cars when operated by separate units, see 5590, 5610)
7111;4911;Passenger rail transport, interurban
7111;4911;Passenger transport by inter-urban railways (for passenger transport by urban and suburban transit systems, see 4921)
7111;4911;Inter-urban rail transport operation (passenger)
7111;4911;Inter-urban railroad transport, electric or elevated (passengers)
7111;4911;Rail transport operation, inter-urban (passengers)
7111;4911;Railroad express service (passengers)
7111;4911;Railway transport operation, inter-urban (passengers)
7111;4911;Sleeping car accommodation services by railways
7111;4911;Underground railroad freight transport (passengers)
7111;4911;Rail passenger transport operation (suburban)
7111;4911;Railway commuter service and related activities (suburban)
7111;4911;Suburban passenger rail transport operation (not tram)
7111;4911;Underground railroad passenger transport
7111;4911;Urban rail passenger subway operation (underground train)
9649;4911;Railway operation by historical railway societies (inter urban)
7111;4912;Freight rail transport
7111;4912;Freight transport on mainline rail networks as well as short-line freight railroads
7111;4912;Inter-urban rail transport operation (freight)
7111;4912;Inter-urban railroad transport, electric or elevated (freight)
7111;4912;Rail freight transport operation
7111;4912;Rail transport operation, inter-urban (freight)
7111;4912;Railroad express service (freight)
7111;4912;Railroad freight transport
7111;4912;Railway transport operation, inter-urban (freight)
7111;4912;Underground railroad freight transport (freight)
7111;4921;Passenger rail transport (urban and sub-urban)
7121;4921;Land transport of passengers by urban or suburban transport systems. This may include different modes of land transport, such as by motorbus, tramway, streetcar, trolley bus, underground and elevated railways etc. The transport is carried out on scheduled routes normally following a fixed time schedule, entailing the picking up and setting down of passengers at normally fixed stops
7121;4921;Operation of funicular railways, aerial cableways etc. if part of urban or suburban transit systems
7121;4921;Urban and suburban passenger land transport (for passenger transport by inter-urban railways, see 4911)
7121;4921;Bus charter operation, short distance
7121;4921;Bus service scheduled (urban)
7121;4921;Local bus operation
7121;4921;Metropolitan bus transport operation
7121;4921;Suburban bus coach line operation
7121;4921;Tramway passenger transport service
7121;4921;Trolley bus transport operation
7121;4921;Trolley line operation
7121;4921;Urban bus coach transport operation
7121;4921;Urban bus transport operation
7121;4921;Urban motor bus transport operation
7121;4921;Urban omnibus transport operation
7121;4921;Urban road bus transport operation
7121;4921;Urban, suburban bus and coach passenger lines
7122;4921;Sightseeing bus tour operation, short distance
7122;4921;Tourist coach operation, short distance
7122;4921;Chartered bus coach operation, short distance (with driver)
7122;4921;Chartered motor coach tour operation, short distance (with driver)
7122;4921;Chartered omnibus transport operation, short distance (with driver)
9649;4921;Railway operation by historical railway societies (urban and suburban)
7122;4922;Taxi operation (Minibus)
7122;4922;Other renting of private cars with driver
7122;4922;Other Taxi transport (except minibus taxis)
7122;4922;Taxi operation (Excluding Minibus taxis)
7122;4922;Cab proprietor
7122;4922;Taxi cab services  (excluding minibus-taxi's)
7122;4922;Taxi transport services (excluding minibus-taxi's)
7121;4922;Bus transport
7121;4922;Operation of buses for transport of employees
7121;4922;Scheduled long-distance bus services
7121;4922;Operation of school buses
7122;4922;Airport bus service
7122;4922;Airport bus transport operation
7121;4922;Bus charter operation, long distance
7121;4922;Bus service (airport)
7121;4922;Bus service scheduled (inter-urban)
7121;4922;Inter-urban bus and coach passenger lines
7121;4922;Inter-urban bus transport operation
7121;4922;Inter-urban motor coach tour operation
7121;4922;Inter-urban passenger bus line operation
7121;4922;Inter-urban rail bus transport operation
7121;4922;School bus transport operation
7122;4922;Charter bus service (tourism)
7122;4922;Safaris and sightseeing bus tours
7122;4922;Sightseeing bus tour operation, long distance
7122;4922;Tourist coach operation, long distance
7122;4922;Bus hire/renting service (with driver)
7122;4922;Charter bus service (non-scheduled, with driver)
7122;4922;Chartered bus coach operation, long distance (with driver)
7122;4922;Chartered motor coach tour operation, long distance (with driver)
7122;4922;Chartered omnibus transport operation, long distance (with driver)
7122;4922;Chauffeured car rental services with driver
7121;4922;Airport shuttles
7122;4922;Charters, excursions and other occasional coach services
7122;4922;Other passenger land transport n.e.c
7122;4922;Passenger transport by animal-drawn vehicles
7122;4922;Passenger transport by man-drawn vehicles
9649;4922;Operation of telfers (téléphériques), funiculars, ski and cable lifts if not part of urban or suburban transit systems
7122;4922;Car leasing services (with driver)
7122;4922;Hearse rental service (with driver)
7122;4922;Limousine rental service with driver
7122;4922;Motor rental services (with driver)
7122;4922;Motor vehicle rental services (with driver)
7122;4922;Passenger transport (animal-drawn)
7122;4922;Passenger transport equipment rental service (with driver)
7122;4922;Passenger vehicle transporting (hand-drawn)
7122;4922;Rental of private cars with a driver
7122;4922;Rickshaw operation (transport)
7122;4922;Road transport equipment rental services (with driver)
9649;4922;Aerial cableway transport service 
9649;4922;Cable way transport 
9649;4922;Chair lift operation 
9649;4922;Funicular railway service
7123;4923;Furniture removal
7123;4923;Bulk haulage, including haulage in tanker trucks
7123;4923;Freight transport by animal-drawn vehicles
7123;4923;Freight transport by man-drawn vehicles
7123;4923;Freight transport by road
7123;4923;Haulage of automobiles
7123;4923;Heavy haulage
7123;4923;Logging haulage (for log hauling within the forest, as part of logging operations, see 0240)
7123;4923;Refrigerated haulage (for distribution of water by trucks, see 3600)
7123;4923;Renting of trucks with driver
7123;4923;Stock haulage
7123;4923;Transport of waste and waste materials, without collection or disposal (for waste transport as integrated part of waste collection activities, see 3811, 3812)
7123;4923;Furniture moving services
7123;4923;Furniture removal services
7123;4923;Transport of furniture by road
7123;4923;Beer transport hauling services
7123;4923;Beer transporting
7123;4923;Bulk hauling operation (road)
7123;4923;Carriers services
7123;4923;Carting service
7123;4923;Cattle transport hauling services
7123;4923;Coal transport hauling services (public roads)
7123;4923;Freight transport equipment rental service (with driver)
7123;4923;Freight transport operation n.e.c
7123;4923;Freight transport, animal-drawn vehicle
7123;4923;Freight transport, hand-drawn vehicle
7123;4923;General cartage contracting services
7123;4923;General cartage contractor
7123;4923;General freight transport hauling services
7123;4923;Horse transport hauling services
7123;4923;Livestock transport hauling services
7123;4923;Log cartage contracting services
7123;4923;Log cartage contractor
7123;4923;Log transport hauling services
7123;4923;Petrol transport hauling services
7123;4923;Refrigerated cartage contractor
7123;4923;Refrigerated cartage contracting services
7123;4923;Refrigerated transport hauling services
7123;4923;Renting of trucks (with operator)
7123;4923;Road freight transport service
7123;4923;Sheep transport hauling services
7123;4923;Stock transport hauling services
7123;4923;Timber loading services
7123;4923;Transport of bulk haulage by road
7123;4923;Transport of heavy haulage by road
7123;4923;Transport of logging haulage by road
7123;4923;Transport of refrigerated haulage by road
7123;4923;Transport of stock haulage by road
7123;4923;Truck freight transport and local and long distance haulage
7123;4923;Truck hire service (with driver)
7123;4923;Truck leasing services (with driver)
7123;4923;Truck rental services (with driver)
7123;4923;Vehicle delivery services
7130;4930;Crude petroleum pipeline transportation services
7130;4930;Maintenance of the pipeline
7130;4930;Natural gas distribution through pipeline
7130;4930;Natural gas pipeline transportation services
7130;4930;Oil pipeline transportation services
7130;4930;Oil pumping station
7130;4930;Operation of pump stations
7130;4930;Operations of pump stations of the pipeline
7130;4930;Pipeline repair services as part of maintenance of fuel, gas or petro chemical lines
7130;4930;Pipeline survey and inspection as part of maintenance lines
7130;4930;Pipeline transportation services
7130;4930;Refined petroleum pipeline transportation services
7130;4930;Transport of gases via pipelines
7130;4930;Transport of gases, liquids or water via pipelines (for distribution of natural or manufactured gas, water or steam, see 3520, 3530, 3600)
7130;4930;Transport of liquids via pipelines
7130;4930;Transport of slurry via pipelines
7130;4930;Transport via pipeline
7130;4930;Transport via pipelines of other commodities n.e.c
7130;4930;Water pipeline transportation services
7211;5011;Renting of pleasure boats with crew for coastal water transport (e.g. for fishing cruises)
7211;5011;Transport of passengers over coastal waters, whether scheduled or not
7211;5011;Renting of pleasure boats with crew for sea  water transport (e.g. for fishing cruises)
7211;5011;Transport of passengers over seas, whether scheduled or not
7211;5011;Boat, charter, lease or rental (with crew for coastal water transport) (passenger)
7211;5011;Coastal boat charter, lease or rental (with crew) (passengers)
7211;5011;Coastal passenger liner
7211;5011;Coastal ship leasing services with crew (passengers)
7211;5011;Coastal ship rental services with crew (passengers)
7211;5011;Coastal shipping (passengers)
7211;5011;Coastal water transport operation (passengers)
7211;5011;Ferry transport operation, coastal (passengers)
7211;5011;Rail ferry transport operation, coastal (passengers)
7211;5011;Renting of ships (with operator) (passengers)
7211;5011;Sea passenger transport operation, coastal
7211;5011;Sea transport operation, coastal (passengers)
7211;5011;Shipping line transport operation, coastal (passengers)
7211;5011;Cruise, ocean service (between domestic and foreign ports), passengers
7211;5011;Cruise, ocean service (between domestic ports), passengers
7211;5011;Ocean cruise services, passengers
7211;5011;Ocean shipping, passengers
7211;5011;Ocean steamship operation, passengers
7211;5011;Ocean water transport operation, passengers
7211;5011;Oceanborne transport, including coastal, passengers
7211;5011;Passenger ocean liner transport, including coastal
7211;5011;Sea passenger transport operation, ocean
7211;5011;Sea transport operation ocean, passengers
7211;5011;Ship charter, ocean, lease or rental (with crew), passengers
7220;5011;Coastal cruise operation
9649;5011;Boat charter for recreation
7211;5012;Renting of ships (with operator) (freight)
7211;5012;Transport of freight over coastal waters, whether scheduled or not
7211;5012;Transport of freight over seas, whether scheduled or not
7211;5012;Boat, charter, lease or rental (with crew for coastal water transport) (freight)
7211;5012;Car ferry transport operation, coastal
7211;5012;Coastal boat charter, lease or rental (with crew) (freight)
7211;5012;Coastal ship leasing services with crew (freight)
7211;5012;Coastal ship rental services with crew (freight)
7211;5012;Coastal shipping (freight)
7211;5012;Coastal water transport operation (freight)
7211;5012;Ferry transport operation, coastal (freight)
7211;5012;Merchant vessel transport operation, coastal
7211;5012;Rail ferry transport operation, coastal (freight)
7211;5012;Sea freight transport operation, coastal
7211;5012;Sea transport operation, coastal (freight)
7211;5012;Shipping line transport operation, coastal (freight)
7211;5012;Vehicle ferry transport operation, coastal
7211;5012;Cruise, ocean service (between domestic and foreign ports), freight
7211;5012;Cruise, ocean service (between domestic ports), freight
7211;5012;Merchant vessel transport operation, ocean
7211;5012;Ocean cruise services, freight
7211;5012;Ocean shipping, freight
7211;5012;Ocean steamship operation, freight
7211;5012;Ocean water transport operation, freight
7211;5012;Oceanborne transport, including coastal, freight
7211;5012;Sea freight transport operation, ocean
7211;5012;Sea transport operation ocean, freight
7211;5012;Ship charter, ocean, lease or rental (with crew), freight
7220;5021;Inland passenger water transport
7220;5021;Inland water transport, passengers
7220;5021;Renting of pleasure boats with crew for inland water transport
7220;5021;Transport of passenger via rivers, canals, lakes and other inland waterways, including inside harbours and ports
7211;5021;Passenger freight transport via large lakes
7220;5021;Boat charter lease or rental (with crew for inland water transport), passengers
7220;5021;Inland cruise operation
7220;5021;Inland water passenger transport operation
7220;5021;Jet boat river rafting operation
7220;5021;Pleasure boat rental services with driver
7220;5021;Pleasure craft rental services with driver
7220;5021;River transport operation, passengers
7220;5021;Small lake transport operation, passengers
7220;5021;Urban ferry transport operation, passengers
7220;5021;Water taxi service (river, harbour or small lake)
7220;5021;Yacht rental services with driver, passengers
7220;5022;Inland freight water transport
7220;5022;Inland water transport, freight
7220;5022;Transport of freight via rivers, canals, lakes and other inland waterways, including inside harbours and ports
7220;5022;Boat charter lease or rental (with crew for inland water transport), freight
7220;5022;Car ferry transport operation, inland waters
7220;5022;Inland water freight transport operation
7220;5022;River transport operation, freight
7220;5022;Small lake transport operation, freight
7220;5022;Urban ferry transport operation, freight
7220;5022;Vehicle ferry transport operation, inland waters
7220;5022;Vehicular ferry or punt operation (in inland waters)
7220;5022;Yacht rental services with driver, freight
7300;5110;Aeroplane sightseeing operation
7300;5110;Air charter service (with pilot)
7300;5110;Air passenger transport operation, domestic
7300;5110;Air passenger transport operation, international
7300;5110;Air transport, passengers
7300;5110;Aircraft rental services with crew, passengers
7300;5110;Airline office operation, domestic, passengers
7300;5110;Airline transport operation, domestic, passengers
7300;5110;Airline transport operation, international, passengers
7300;5110;Charter flights for passengers
7300;5110;Charter flying service, passengers
7300;5110;Helicopter rental services with crew, passengers
7300;5110;Non-scheduled air charter services with crew, passengers
7300;5110;Passenger air transport
7300;5110;Renting of airplanes or air transport (with operator), passengers
7300;5110;Renting of air-transport equipment with operator for the purpose of passenger transportation
7300;5110;Scenic and sightseeing flights
7300;5110;Scheduled and non-scheduled space transport service, passengers
7300;5110;Scheduled domestic air charter services with crew, passengers
7300;5110;Scheduled international air charter services with crew, passengers
7300;5110;Transport of passengers by aero clubs for instruction or pleasure (aviation activities)
7300;5110;Transport of passengers by air over regular routes and on regular schedules
7300;5120;Air freight transport operation, domestic
7300;5120;Air freight transport operation, international
7300;5120;Air transport, freight
7300;5120;Aircraft rental services with crew, freight
7300;5120;Airline office operation, domestic, freight
7300;5120;Airline transport operation, domestic, freight
7300;5120;Airline transport operation, international, freight
7300;5120;Charter flying service, freight
7300;5120;Freight air transport
7300;5120;Helicopter rental services with crew, freight
7300;5120;Launching of satellites and space vehicles
7300;5120;Non-scheduled air charter services with crew, freight
7300;5120;Non-scheduled transport of freight by air
7300;5120;Renting of airplanes or air transport (with operator), freight
7300;5120;Renting of air-transport equipment with operator for the purpose of freight transportation
7300;5120;Scheduled and non-scheduled space transport service, freight
7300;5120;Scheduled domestic air charter services with crew, freight
7300;5120;Scheduled international air charter services with crew, freight
7300;5120;Space transport
7300;5120;Transport freight by air over regular routes and on regular schedules
7412;5210;Blast freezing
7412;5210;Operation of grain silos, general merchandise warehouses, refrigerated warehouses, storage tanks etc
7412;5210;Operation of storage and warehouse facilities for all kind of goods (for parking facilities for motor vehicles, see 5221)
7412;5210;Storage of goods in foreign trade zones
7412;5210;Warehousing and storage (for operation of self storage facilities, see 6810)
7412;5210;Automobile, dead, storage service
7412;5210;Bin inn operation
7412;5210;Boat storage services
7412;5210;Bond store operation
7412;5210;Bonded warehouse operation
7412;5210;Chemical storage/warehousing
7412;5210;Cold storage operation services (food)
7412;5210;Controlled atmosphere store operation
7412;5210;Cool store operation services
7412;5210;Crockery/grocery storage service
7412;5210;Dangerous good storage operation services
7412;5210;Free store operation (storage of goods not under bond)
7412;5210;Furniture repository
7412;5210;Furniture storage services
7412;5210;Grain silo operation
7412;5210;Grain storage services including for agricultural products
7412;5210;Motor vehicle storage services
7412;5210;Operation of storage facilities
7412;5210;Operation of warehouse facilities
7412;5210;Petroleum storage
7412;5210;Petroleum storing
7412;5210;Safe deposit vault operation
7412;5210;Storage elevator operation
7412;5210;Storage service (locally and in foreign trade zones)
7412;5210;Terminal storage elevator operation
7412;5210;Textile storage service
7412;5210;Tobacco storage service
7412;5210;Warehousing services (lumber, chemicals, textile, etc.)
7412;5210;Whiskey storage service
7412;5210;Wool store operation
7412;5210;Yacht storage services
7413;5221;Car park operation
7413;5221;Operation of bicycle parkings
7413;5221;Operation of car parks or garages
7413;5221;Operation of parking garages and parking lots
7413;5221;Operation of parking lots and garages
7413;5221;Parking building operation
7413;5221;Parking lot operation
7413;5221;Street car terminal operation
7413;5221;Operation of roads, bridges or tunnels
7413;5221;Operation of bridges
7413;5221;Operation of roads and toll roads
7413;5221;Operation of tunnels
7413;5221;Toll bridge operation
7413;5221;Toll road operation
7413;5221;Toll tunnel operation
7413;5221;Weighbridge operation
6320;5221;Towing and road side assistance
7111;5221;Switching and shunting
7413;5221;Liquefaction of gas for transportation purposes
7413;5221;Operation of railroad infrastructure
7413;5221;Operation of terminal facilities such as railway stations, bus stations, stations for the handling of goods
6320;5221;Automotive towing service
6320;5221;Motor vehicle towing services
7111;5221;Railroad switching service
7111;5221;Railway transport and related activities (like shunting and switching)
7413;5221;Container terminal operation (railway)
7413;5221;Container terminal or park facilities provision (for road freight on a fee or contract basis)
7413;5221;Operation of stations for the handling of goods
7413;5221;Operation of terminal facilities at bus stations
7413;5221;Operation of terminal facilities at railway station
7413;5221;Other service activities incidental to land transportation
7413;5221;Rail passenger terminal operation
7413;5221;Rail terminal operation
7413;5221;Railroad clearing house
7413;5221;Railroad round house operation
7413;5221;Railroad running shed operation
7413;5221;Railroad terminal service
7413;5221;Railway station operation
7413;5221;Railway terminal operation
7413;5221;Terminal facilities provision (to road freight or passenger transport units - fee or contract basis)
7413;5221;Truck freight terminal operation
7413;5221;Urban bus depot operation
7413;5221;Urban bus terminal operation
7413;5222;Lighterage, salvage activities
7413;5222;Lighthouse activities
7413;5222;Operation of terminal facilities such as harbours and piers
7413;5222;Operation of waterway locks etc
7413;5222;Pilotage activities
7413;5222;Service activities incidental to water transportation
7413;5222;Service activities related to water transport of animals
7413;5222;Service activities related to water transport of freight
7413;5222;Service activities related to water transport of passengers
7211;5222;Ship management service for international sea transport
7211;5222;Shipping line transport operation, ocean
7220;5222;Boat housing operations
7220;5222;Harbour transport operation
7220;5222;Launch transport operation, inland waters
7220;5222;Marine towing service, inland waters
7413;5222;Boat salvaging services
7413;5222;Commercial diving services
7413;5222;Marine salvaging services
7413;5222;Salvaging of distressed vessels and cargoes
7413;5222;Ship salvaging services
7413;5222;Berthing activities
7413;5222;Boat ramp operation services
7413;5222;Boat, tug or tow, operation
7413;5222;Canal operation
7413;5222;Canal transport service
7413;5222;Dredge operation
7413;5222;Harbour board operation
7413;5222;Harbour services
7413;5222;Lighterage services
7413;5222;Lighthouse operation
7413;5222;Marina operation
7413;5222;Marine pier operation
7413;5222;Operation of harbours works
7413;5222;Operation of lighthouses
7413;5222;Operation of piers
7413;5222;Operation of water locks
7413;5222;Pier operation
7413;5222;Pilotage services activities
7413;5222;Port operation
7413;5222;Towboat services
7413;5222;Tugboat services
7413;5222;Water transport navigation aid services
7413;5222;Waterways navigation operation
7413;5222;Wharf facility leasing
7413;5222;Wharf operation
7413;5222;Boat valet service
7413;5222;Container terminal operation (marine cargo)
7413;5222;Other port services
9649;5222;Docking facilities (marinas) for pleasure boats at dams or harbours
7413;5223;Activities related to air transport of animals
7413;5223;Activities related to air transport of freight
7413;5223;Activities related to air transport of passengers
7413;5223;Aerodrome operation
7413;5223;Air control centre operation
7413;5223;Air navigation aid operation
7413;5223;Air surveillance services
7413;5223;Air traffic inspection services
7413;5223;Air transport navigation services
7413;5223;Air transport terminal operation (for non-scheduled air transport)
7413;5223;Air transport terminal operation (for scheduled domestic air transport)
7413;5223;Air transport terminal operation (for scheduled international air transport)
7413;5223;Air transport terminal service
7413;5223;Aircraft refuelling operation
7413;5223;Airport activities
7413;5223;Airport operation
7413;5223;Air-traffic-control activities
7413;5223;Civil aviation airport operation
7413;5223;Civil Aviation Authority activities
7413;5223;Firefighting services at airports
7413;5223;Fire-prevention services at airports
7413;5223;Flying control centre operation
7413;5223;Flying field operation
7413;5223;Ground service activities on airfields
7413;5223;Navigation activities
7413;5223;Operation of airports
7413;5223;Operation of terminal facilities such as airway terminals etc
7413;5223;Service activities incidental to air transportation
7413;5223;Space port operation
7411;5224;Automobile livery service
7411;5224;Boat discharging services
7411;5224;Boat loading services
7411;5224;Boat unloading services
7411;5224;Cargo handling
7411;5224;Cargo loader transport operation
7411;5224;Fish unloading services
7411;5224;Loading and unloading of freight railway cars
7411;5224;Loading and unloading of goods or passengers’ luggage irrespective of the mode of transport used for transportation
7411;5224;Ship discharging services
7411;5224;Ship loading services
7411;5224;Ship unloading services
7411;5224;Stevedoring
7411;5224;Stevedoring services
7411;5224;Teamster (truck driver) unloading activity, independent
7411;5224;The loading and unloading of goods
7411;5224;The loading and unloading of passengers' luggage and goods (all modes of transport)
7411;5224;Vessel discharging services
7411;5224;Vessel loading services
7411;5224;Vessel unloading services
7419;5229;Activities of air-cargo agents
7419;5229;Activities of customs agents
7419;5229;Activities of sea-freight forwarders
7419;5229;Arranging or organizing of transport operations by air
7419;5229;Arranging or organizing of transport operations by rail
7419;5229;Arranging or organizing of transport operations by road
7419;5229;Arranging or organizing of transport operations by sea
7419;5229;Brokerage for ship and aircraft space
7419;5229;Forwarding of freight
7419;5229;Goods-handling operations, e.g. temporary crating for the sole purpose of protecting the goods during transit, uncrating, sampling, weighing of goods
7419;5229;Issue and procurement of transport documents and waybills
7419;5229;Logistics activities, i.e. planning, designing and supporting operations of transportation, warehousing and distribution
7419;5229;Organization of group and individual consignments (including pickup and delivery of goods and grouping of consignments)
7419;5229;Other transportation support activities
7413;5229;Cleaning of transport tankers and containers
7413;5229;Feeding pen operation, for livestock held in transit or pending sale
7413;5229;Freight terminal operation
7413;5229;Freight truck terminal
7413;5229;Livery operation
7413;5229;Livestock feeding pen services
7413;5229;Livestock holding services
7413;5229;Load piloting services
7413;5229;Railroad car cleaning services
7413;5229;Stockyard operation
7413;5229;The operation of stock yards
7419;5229;Air freight agent
7419;5229;Aircraft-brokerage
7419;5229;Baggage transfer service
7419;5229;Bill auditing and freight rate information
7419;5229;Brokerage for ship and aircraft space
7419;5229;Brokerage service (freight and transport)
7419;5229;Cargo marketing (shipping vessels, operated or managed by other enterprises)
7419;5229;Clearing house operation
7419;5229;Contract yacht master
7419;5229;Crating services for transportation
7419;5229;Export documentation preparation services
7419;5229;Freight brokerage
7419;5229;Freight broking services
7419;5229;Freight crating or packing service
7419;5229;Freight forwarding services
7419;5229;Freight shipping agent
7419;5229;Helicopter broking operation
7419;5229;Import documentation preparation services
7419;5229;Inspection of freight
7419;5229;Marine broking operation
7419;5229;Packing and crating of freight
7419;5229;Packing services for transportation
7419;5229;Road freight forwarding services
7419;5229;Sampling of freight
7419;5229;Sampling services connected with transportation
7419;5229;Shipping agency service
7419;5229;Shipping registration service
